r,phi,final,flat,deflection,,phi_gr,,,,
"1,6",0,-1000,0,1000,,"0,8131653952","0,6872023273",,"0,7751933733","0,7142857143"
"1,6","0,0174533",-1000,"0,0246821","1000,02",,"0,8131653952",,,,
"1,6","0,0349066",-1000,"0,0493604","1000,05",,"0,8131653952",,,,
"1,6","0,0523599",-1000,"0,0740311","1000,07",,"0,8131653952",,,,
"1,6","0,0698132",-1000,"0,0986907","1000,1",,"0,8131653952",,,,
"1,6","0,0872665",-1000,"0,123335","1000,12",,"0,8131653952",,,,
"1,6","0,10472",-1000,"0,147961","1000,15",,"0,8131653952",,,,
"1,6","0,122173",-1000,"0,172565","1000,17",,"0,8131653952",,,,
"1,6","0,139626",-1000,"0,197142","1000,2",,"0,8131653952",,,,
"1,6","0,15708",-1000,"0,22169","1000,22",,"0,8131653952",,,,
"1,6","0,174533",-1000,"0,246204","1000,25",,"0,8131653952",,,,
"1,6","0,191986",-1000,"0,270682","1000,27",,"0,8131653952",,,,
"1,6","0,20944",-1000,"0,295119","1000,3",,"0,8131653952",,,,
"1,6","0,226893",-1000,"0,319512","1000,32",,"0,8131653952",,,,
"1,6","0,244346",-1000,"0,343859","1000,34",,"0,8131653952",,,,
"1,6","0,261799",-1000,"0,368154","1000,37",,"0,8131653952",,,,
"1,6","0,279253",-1000,"0,392396","1000,39",,"0,8131653952",,,,
"1,6","0,296706",-1000,"0,41658","1000,42",,"0,8131653952",,,,
"1,6","0,314159",-1000,"0,440705","1000,44",,"0,8131653952",,,,
"1,6","0,331613",-1000,"0,464766","1000,46",,"0,8131653952",,,,
"1,6","0,349066",-1000,"0,48876","1000,49",,"0,8131653952",,,,
"1,6","0,366519",-1000,"0,512685","1000,51",,"0,8131653952",,,,
"1,6","0,383972",-1000,"0,536538","1000,54",,"0,8131653952",,,,
"1,6","0,401426",-1000,"0,560315","1000,56",,"0,8131653952",,,,
"1,6","0,418879",-1000,"0,584015","1000,58",,"0,8131653952",,,,
"1,6","0,436332",-1000,"0,607634","1000,61",,"0,8131653952",,,,
"1,6","0,453786",-1000,"0,63117","1000,63",,"0,8131653952",,,,
"1,6","0,471239",-1000,"0,654621","1000,65",,"0,8131653952",,,,
"1,6","0,488692",-1000,"0,677984","1000,68",,"0,8131653952",,,,
"1,6","0,506145",-1000,"0,701256","1000,7",,"0,8131653952",,,,
"1,6","0,523599",-1000,"0,724436","1000,72",,"0,8131653952",,,,
"1,6","0,541052",-1000,"0,747522","1000,75",,"0,8131653952",,,,
"1,6","0,558505",-1000,"0,77051","1000,77",,"0,8131653952",,,,
"1,6","0,575959",-1000,"0,793401","1000,79",,"0,8131653952",,,,
"1,6","0,593412",-1000,"0,81619","1000,82",,"0,8131653952",,,,
"1,6","0,610865",-1000,"0,838878","1000,84",,"0,8131653952",,,,
"1,6","0,628319",-1000,"0,861462","1000,86",,"0,8131653952",,,,
"1,6","0,645772",-1000,"0,88394","1000,88",,"0,8131653952",,,,
"1,6","0,663225",-1000,"0,906311","1000,91",,"0,8131653952",,,,
"1,6","0,680678",-1000,"0,928574","1000,93",,"0,8131653952",,,,
"1,6","0,698132",-1000,"0,950727","1000,95",,"0,8131653952",,,,
"1,6","0,715585",-1000,"0,972769","1000,97",,"0,8131653952",,,,
"1,6","0,733038",-1000,"0,994699","1000,99",,"0,8131653952",,,,
"1,6","0,750492","-3,06104","1,01652","4,07756",,"0,8131653952",,,,
"1,6","0,767945","-1,9024","1,03822","2,94062",,"0,8131653952",,,,
"1,6","0,785398","-1,38023","1,05981","2,44004",,"0,8131653952",,,,
"1,6","0,802851","-1,03848","1,08128","2,11975",,"0,8131653952",,,,
"1,6","0,820305","-0,78354","1,10263","1,88617",,"0,8131653952",,,,
"1,6","0,837758","-0,579784","1,12387","1,70365",,"0,8131653952",,,,
"1,6","0,855211","-0,409791","1,14499","1,55478",,"0,8131653952",,,,
"1,6","0,872665","-0,263741","1,16599","1,42973",,"0,8131653952",,,,
"1,6","0,890118","-0,135552","1,18687","1,32243",,"0,8131653952",,,,
"1,6","0,907571","-0,0211982","1,20764","1,22884",,"0,8131653952",,,,
"1,6","0,925025","0,0821219","1,22828","1,14616",,"0,8131653952",,,,
"1,6","0,942478","0,176437","1,24881","1,07237",,"0,8131653952",,,,
"1,6","0,959931","0,263261","1,26921","1,00595",,"0,8131653952",,,,
"1,6","0,977384","0,343754","1,2895","0,945742",,"0,8131653952",,,,
"1,6","0,994838","0,418827","1,30966","0,890835",,"0,8131653952",,,,
"1,6","1,01229","0,489203","1,32971","0,840504",,"0,8131653952",,,,
"1,6","1,02974","0,55547","1,34963","0,794163",,"0,8131653952",,,,
"1,6","1,0472","0,618109","1,36944","0,751329",,"0,8131653952",,,,
"1,6","1,06465","0,677523","1,38912","0,711602",,"0,8131653952",,,,
"1,6","1,0821","0,734047","1,40869","0,674645",,"0,8131653952",,,,
"1,6","1,09956","0,787969","1,42814","0,640172",,"0,8131653952",,,,
"1,6","1,11701","0,839532","1,44747","0,607939",,"0,8131653952",,,,
"1,6","1,13446","0,888948","1,46668","0,577735",,"0,8131653952",,,,
"1,6","1,15192","0,936401","1,48578","0,549377",,"0,8131653952",,,,
"1,6","1,16937","0,98205","1,50476","0,522706",,"0,8131653952",,,,
"1,6","1,18682","1,02604","1,52362","0,49758",,"0,8131653952",,,,
"1,6","1,20428","1,06848","1,54236","0,473877",,"0,8131653952",,,,
"1,6","1,22173","1,10951","1,56099","0,451485",,"0,8131653952",,,,
"1,6","1,23918","1,1492","1,57951","0,430306",,"0,8131653952",,,,
"1,6","1,25664","1,18766","1,59791","0,410252",,"0,8131653952",,,,
"1,6","1,27409","1,22495","1,6162","0,391244",,"0,8131653952",,,,
"1,6","1,29154","1,26116","1,63437","0,37321",,"0,8131653952",,,,
"1,6","1,309","1,29635","1,65244","0,356086",,"0,8131653952",,,,
"1,6","1,32645","1,33058","1,67039","0,339812",,"0,8131653952",,,,
"1,6","1,3439","1,3639","1,68823","0,324335",,"0,8131653952",,,,
"1,6","1,36136","1,39636","1,70597","0,309606",,"0,8131653952",,,,
"1,6","1,37881","1,42802","1,7236","0,295579",,"0,8131653952",,,,
"1,6","1,39626","1,4589","1,74111","0,282214",,"0,8131653952",,,,
"1,6","1,41372","1,48906","1,75853","0,269471",,"0,8131653952",,,,
"1,6","1,43117","1,51852","1,77584","0,257317",,"0,8131653952",,,,
"1,6","1,44862","1,54732","1,79304","0,245718",,"0,8131653952",,,,
"1,6","1,46608","1,5755","1,81014","0,234644",,"0,8131653952",,,,
"1,6","1,48353","1,60307","1,82714","0,224068",,"0,8131653952",,,,
"1,6","1,50098","1,63007","1,84404","0,213963",,"0,8131653952",,,,
"1,6","1,51844","1,65653","1,86083","0,204306",,"0,8131653952",,,,
"1,6","1,53589","1,68246","1,87753","0,195072",,"0,8131653952",,,,
"1,6","1,55334","1,70789","1,89413","0,186242",,"0,8131653952",,,,
"1,6","1,5708","1,73284","1,91063","0,177795",,"0,8131653952",,,,
"1,6","1,58825","1,75733","1,92704","0,169713",,"0,8131653952",,,,
"1,6","1,6057","1,78137","1,94335","0,161979",,"0,8131653952",,,,
"1,6","1,62316","1,805","1,95957","0,154575",,"0,8131653952",,,,
"1,6","1,64061","1,82821","1,9757","0,147488",,"0,8131653952",,,,
"1,6","1,65806","1,85103","1,99174","0,140701",,"0,8131653952",,,,
"1,6","1,67552","1,87348","2,00768","0,134202",,"0,8131653952",,,,
"1,6","1,69297","1,89556","2,02354","0,127978",,"0,8131653952",,,,
"1,6","1,71042","1,91729","2,03931","0,122015",,"0,8131653952",,,,
"1,6","1,72788","1,93869","2,05499","0,116304",,"0,8131653952",,,,
"1,6","1,74533","1,95975","2,07059","0,110833",,"0,8131653952",,,,
"1,6","1,76278","1,98051","2,0861","0,105591",,"0,8131653952",,,,
"1,6","1,78024","2,00096","2,10153","0,10057",,"0,8131653952",,,,
"1,6","1,79769","2,02112","2,11688","0,0957584",,"0,8131653952",,,,
"1,6","1,81514","2,041","2,13214","0,0911489",,"0,8131653952",,,,
"1,6","1,8326","2,0606","2,14733","0,0867328",,"0,8131653952",,,,
"1,6","1,85005","2,07994","2,16244","0,0825021",,"0,8131653952",,,,
"1,6","1,8675","2,09902","2,17747","0,0784492",,"0,8131653952",,,,
"1,6","1,88496","2,11786","2,19243","0,0745668",,"0,8131653952",,,,
"1,6","1,90241","2,13646","2,20731","0,0708482",,"0,8131653952",,,,
"1,6","1,91986","2,15483","2,22212","0,0672868",,"0,8131653952",,,,
"1,6","1,93732","2,17298","2,23685","0,0638763",,"0,8131653952",,,,
"1,6","1,95477","2,19091","2,25152","0,0606107",,"0,8131653952",,,,
"1,6","1,97222","2,20863","2,26611","0,0574843",,"0,8131653952",,,,
"1,6","1,98968","2,22614","2,28064","0,0544918",,"0,8131653952",,,,
"1,6","2,00713","2,24346","2,29509","0,0516278",,"0,8131653952",,,,
"1,6","2,02458","2,26059","2,30948","0,0488875",,"0,8131653952",,,,
"1,6","2,04204","2,27754","2,32381","0,0462661",,"0,8131653952",,,,
"1,6","2,05949","2,29431","2,33807","0,0437589",,"0,8131653952",,,,
"1,6","2,07694","2,3109","2,35226","0,0413617",,"0,8131653952",,,,
"1,6","2,0944","2,32733","2,3664","0,0390703",,"0,8131653952",,,,
"1,6","2,11185","2,34359","2,38047","0,0368806",,"0,8131653952",,,,
"1,6","2,1293","2,3597","2,39449","0,0347888",,"0,8131653952",,,,
"1,6","2,14675","2,37565","2,40844","0,0327911",,"0,8131653952",,,,
"1,6","2,16421","2,39146","2,42234","0,0308842",,"0,8131653952",,,,
"1,6","2,18166","2,40712","2,43618","0,0290645",,"0,8131653952",,,,
"1,6","2,19911","2,42264","2,44997","0,0273288",,"0,8131653952",,,,
"1,6","2,21657","2,43803","2,4637","0,0256739",,"0,8131653952",,,,
"1,6","2,23402","2,45328","2,47738","0,0240969",,"0,8131653952",,,,
"1,6","2,25147","2,46841","2,49101","0,0225947",,"0,8131653952",,,,
"1,6","2,26893","2,48342","2,50459","0,0211647",,"0,8131653952",,,,
"1,6","2,28638","2,49831","2,51811","0,0198041",,"0,8131653952",,,,
"1,6","2,30383","2,51308","2,53159","0,0185102",,"0,8131653952",,,,
"1,6","2,32129","2,52774","2,54502","0,0172807",,"0,8131653952",,,,
"1,6","2,33874","2,54229","2,55841","0,0161131",,"0,8131653952",,,,
"1,6","2,35619","2,55674","2,57174","0,015005",,"0,8131653952",,,,
"1,6","2,37365","2,57108","2,58504","0,0139543",,"0,8131653952",,,,
"1,6","2,3911","2,58533","2,59829","0,0129587",,"0,8131653952",,,,
"1,6","2,40855","2,59948","2,6115","0,0120162",,"0,8131653952",,,,
"1,6","2,42601","2,61354","2,62467","0,0111246",,"0,8131653952",,,,
"1,6","2,44346","2,62751","2,63779","0,0102822",,"0,8131653952",,,,
"1,6","2,46091","2,6414","2,65088","0,00948692",,"0,8131653952",,,,
"1,6","2,47837","2,6552","2,66393","0,00873698",,"0,8131653952",,,,
"1,6","2,49582","2,66892","2,67695","0,00803061",,"0,8131653952",,,,
"1,6","2,51327","2,68256","2,68993","0,00736608",,"0,8131653952",,,,
"1,6","2,53073","2,69613","2,70287","0,00674173",,"0,8131653952",,,,
"1,6","2,54818","2,70962","2,71578","0,00615594",,"0,8131653952",,,,
"1,6","2,56563","2,72305","2,72865","0,00560715",,"0,8131653952",,,,
"1,6","2,58309","2,7364","2,7415","0,00509383",,"0,8131653952",,,,
"1,6","2,60054","2,7497","2,75431","0,0046145",,"0,8131653952",,,,
"1,6","2,61799","2,76293","2,76709","0,00416773",,"0,8131653952",,,,
"1,6","2,63545","2,7761","2,77985","0,00375212",,"0,8131653952",,,,
"1,6","2,6529","2,78921","2,79258","0,00336631",,"0,8131653952",,,,
"1,6","2,67035","2,80227","2,80528","0,00300897",,"0,8131653952",,,,
"1,6","2,68781","2,81527","2,81795","0,00267882",,"0,8131653952",,,,
"1,6","2,70526","2,82823","2,8306","0,00237459",,"0,8131653952",,,,
"1,6","2,72271","2,84113","2,84323","0,00209505",,"0,8131653952",,,,
"1,6","2,74017","2,85399","2,85583","0,00183902",,"0,8131653952",,,,
"1,6","2,75762","2,8668","2,86841","0,00160531",,"0,8131653952",,,,
"1,6","2,77507","2,87958","2,88097","0,00139279",,"0,8131653952",,,,
"1,6","2,79253","2,89231","2,89351","0,00120032",,"0,8131653952",,,,
"1,6","2,80998","2,905","2,90603","0,00102682",,"0,8131653952",,,,
"1,6","2,82743","2,91766","2,91853","0,000871208",,"0,8131653952",,,,
"1,6","2,84489","2,93029","2,93102","0,000732425",,"0,8131653952",,,,
"1,6","2,86234","2,94288","2,94349","0,000609438",,"0,8131653952",,,,
"1,6","2,87979","2,95544","2,95594","0,000501227",,"0,8131653952",,,,
"1,6","2,89725","2,96798","2,96838","0,00040679",,"0,8131653952",,,,
"1,6","2,9147","2,98049","2,98081","0,000325141",,"0,8131653952",,,,
"1,6","2,93215","2,99297","2,99323","0,000255308",,"0,8131653952",,,,
"1,6","2,94961","3,00543","3,00563","0,000196333",,"0,8131653952",,,,
"1,6","2,96706","3,01788","3,01802","0,000147268",,"0,8131653952",,,,
"1,6","2,98451","3,0303","3,03041","0,000107178",,"0,8131653952",,,,
"1,6","3,00197","3,04271","3,04278","7,51372E-05",,"0,8131653952",,,,
"1,6","3,01942","3,0551","3,05515","5,02295E-05",,"0,8131653952",,,,
"1,6","3,03687","3,06748","3,06751","3,15457E-05",,"0,8131653952",,,,
"1,6","3,05433","3,07985","3,07987","1,81841E-05",,"0,8131653952",,,,
"1,6","3,07178","3,09221","3,09222","9,24869E-06",,"0,8131653952",,,,
"1,6","3,08923","3,10456","3,10456","3,84843E-06",,"0,8131653952",,,,
"1,6","3,10669","3,11691","3,11691","1,09608E-06",,"0,8131653952",,,,
"1,6","3,12414","3,12925","3,12925","1,0735E-07",,"0,8131653952",,,,
"1,6","3,14159","3,14159","3,14159",0,,"0,8131653952",,,,
2,0,-1000,0,1000,,"0,8610875336",,,,
2,"0,0174533",-1000,"0,0246821","1000,02",,"0,8610875336",,,,
2,"0,0349066",-1000,"0,0493604","1000,05",,"0,8610875336",,,,
2,"0,0523599",-1000,"0,0740311","1000,07",,"0,8610875336",,,,
2,"0,0698132",-1000,"0,0986907","1000,1",,"0,8610875336",,,,
2,"0,0872665",-1000,"0,123335","1000,12",,"0,8610875336",,,,
2,"0,10472",-1000,"0,147961","1000,15",,"0,8610875336",,,,
2,"0,122173",-1000,"0,172565","1000,17",,"0,8610875336",,,,
2,"0,139626",-1000,"0,197142","1000,2",,"0,8610875336",,,,
2,"0,15708",-1000,"0,22169","1000,22",,"0,8610875336",,,,
2,"0,174533",-1000,"0,246204","1000,25",,"0,8610875336",,,,
2,"0,191986",-1000,"0,270682","1000,27",,"0,8610875336",,,,
2,"0,20944",-1000,"0,295119","1000,3",,"0,8610875336",,,,
2,"0,226893",-1000,"0,319512","1000,32",,"0,8610875336",,,,
2,"0,244346",-1000,"0,343859","1000,34",,"0,8610875336",,,,
2,"0,261799",-1000,"0,368154","1000,37",,"0,8610875336",,,,
2,"0,279253",-1000,"0,392396","1000,39",,"0,8610875336",,,,
2,"0,296706",-1000,"0,41658","1000,42",,"0,8610875336",,,,
2,"0,314159",-1000,"0,440705","1000,44",,"0,8610875336",,,,
2,"0,331613",-1000,"0,464766","1000,46",,"0,8610875336",,,,
2,"0,349066",-1000,"0,48876","1000,49",,"0,8610875336",,,,
2,"0,366519",-1000,"0,512685","1000,51",,"0,8610875336",,,,
2,"0,383972",-1000,"0,536538","1000,54",,"0,8610875336",,,,
2,"0,401426",-1000,"0,560315","1000,56",,"0,8610875336",,,,
2,"0,418879",-1000,"0,584015","1000,58",,"0,8610875336",,,,
2,"0,436332",-1000,"0,607634","1000,61",,"0,8610875336",,,,
2,"0,453786",-1000,"0,63117","1000,63",,"0,8610875336",,,,
2,"0,471239",-1000,"0,654621","1000,65",,"0,8610875336",,,,
2,"0,488692",-1000,"0,677984","1000,68",,"0,8610875336",,,,
2,"0,506145",-1000,"0,701256","1000,7",,"0,8610875336",,,,
2,"0,523599",-1000,"0,724436","1000,72",,"0,8610875336",,,,
2,"0,541052",-1000,"0,747522","1000,75",,"0,8610875336",,,,
2,"0,558505",-1000,"0,77051","1000,77",,"0,8610875336",,,,
2,"0,575959",-1000,"0,793401","1000,79",,"0,8610875336",,,,
2,"0,593412",-1000,"0,81619","1000,82",,"0,8610875336",,,,
2,"0,610865",-1000,"0,838878","1000,84",,"0,8610875336",,,,
2,"0,628319",-1000,"0,861462","1000,86",,"0,8610875336",,,,
2,"0,645772","-2,87233","0,88394","3,75627",,"0,8610875336",,,,
2,"0,663225","-1,86053","0,906311","2,76684",,"0,8610875336",,,,
2,"0,680678","-1,37437","0,928574","2,30294",,"0,8610875336",,,,
2,"0,698132","-1,05173","0,950727","2,00245",,"0,8610875336",,,,
2,"0,715585","-0,809771","0,972769","1,78254",,"0,8610875336",,,,
2,"0,733038","-0,615899","0,994699","1,6106",,"0,8610875336",,,,
2,"0,750492","-0,453913","1,01652","1,47043",,"0,8610875336",,,,
2,"0,767945","-0,314594","1,03822","1,35281",,"0,8610875336",,,,
2,"0,785398","-0,192198","1,05981","1,252",,"0,8610875336",,,,
2,"0,802851","-0,0829077","1,08128","1,16418",,"0,8610875336",,,,
2,"0,820305","0,0159389","1,10263","1,08669",,"0,8610875336",,,,
2,"0,837758","0,106271","1,12387","1,0176",,"0,8610875336",,,,
2,"0,855211","0,189531","1,14499","0,955459",,"0,8610875336",,,,
2,"0,872665","0,266822","1,16599","0,89917",,"0,8610875336",,,,
2,"0,890118","0,339009","1,18687","0,847866",,"0,8610875336",,,,
2,"0,907571","0,406781","1,20764","0,800857",,"0,8610875336",,,,
2,"0,925025","0,470695","1,22828","0,757587",,"0,8610875336",,,,
2,"0,942478","0,531209","1,24881","0,717598",,"0,8610875336",,,,
2,"0,959931","0,588701","1,26921","0,680511",,"0,8610875336",,,,
2,"0,977384","0,643491","1,2895","0,646006",,"0,8610875336",,,,
2,"0,994838","0,695848","1,30966","0,613814",,"0,8610875336",,,,
2,"1,01229","0,746001","1,32971","0,583706",,"0,8610875336",,,,
2,"1,02974","0,794151","1,34963","0,555482",,"0,8610875336",,,,
2,"1,0472","0,840468","1,36944","0,528971",,"0,8610875336",,,,
2,"1,06465","0,885102","1,38912","0,504023",,"0,8610875336",,,,
2,"1,0821","0,928185","1,40869","0,480507",,"0,8610875336",,,,
2,"1,09956","0,969835","1,42814","0,458306",,"0,8610875336",,,,
2,"1,11701","1,01015","1,44747","0,437319",,"0,8610875336",,,,
2,"1,13446","1,04923","1,46668","0,417453",,"0,8610875336",,,,
2,"1,15192","1,08715","1,48578","0,398626",,"0,8610875336",,,,
2,"1,16937","1,12399","1,50476","0,380765",,"0,8610875336",,,,
2,"1,18682","1,15981","1,52362","0,363804",,"0,8610875336",,,,
2,"1,20428","1,19468","1,54236","0,347682",,"0,8610875336",,,,
2,"1,22173","1,22865","1,56099","0,332346",,"0,8610875336",,,,
2,"1,23918","1,26176","1,57951","0,317745",,"0,8610875336",,,,
2,"1,25664","1,29407","1,59791","0,303835",,"0,8610875336",,,,
2,"1,27409","1,32562","1,6162","0,290573",,"0,8610875336",,,,
2,"1,29154","1,35645","1,63437","0,277923",,"0,8610875336",,,,
2,"1,309","1,38659","1,65244","0,265848",,"0,8610875336",,,,
2,"1,32645","1,41607","1,67039","0,254317",,"0,8610875336",,,,
2,"1,3439","1,44494","1,68823","0,243299",,"0,8610875336",,,,
2,"1,36136","1,4732","1,70597","0,232767",,"0,8610875336",,,,
2,"1,37881","1,5009","1,7236","0,222696",,"0,8610875336",,,,
2,"1,39626","1,52805","1,74111","0,213062",,"0,8610875336",,,,
2,"1,41372","1,55469","1,75853","0,203841",,"0,8610875336",,,,
2,"1,43117","1,58082","1,77584","0,195015",,"0,8610875336",,,,
2,"1,44862","1,60648","1,79304","0,186562",,"0,8610875336",,,,
2,"1,46608","1,63167","1,81014","0,178465",,"0,8610875336",,,,
2,"1,48353","1,65643","1,82714","0,170708",,"0,8610875336",,,,
2,"1,50098","1,68076","1,84404","0,163273",,"0,8610875336",,,,
2,"1,51844","1,70469","1,86083","0,156147",,"0,8610875336",,,,
2,"1,53589","1,72822","1,87753","0,149315",,"0,8610875336",,,,
2,"1,55334","1,75137","1,89413","0,142763",,"0,8610875336",,,,
2,"1,5708","1,77415","1,91063","0,13648",,"0,8610875336",,,,
2,"1,58825","1,79659","1,92704","0,130453",,"0,8610875336",,,,
2,"1,6057","1,81868","1,94335","0,124671",,"0,8610875336",,,,
2,"1,62316","1,84045","1,95957","0,119124",,"0,8610875336",,,,
2,"1,64061","1,8619","1,9757","0,113801",,"0,8610875336",,,,
2,"1,65806","1,88304","1,99174","0,108694",,"0,8610875336",,,,
2,"1,67552","1,90389","2,00768","0,103793",,"0,8610875336",,,,
2,"1,69297","1,92445","2,02354","0,0990889",,"0,8610875336",,,,
2,"1,71042","1,94473","2,03931","0,0945748",,"0,8610875336",,,,
2,"1,72788","1,96475","2,05499","0,0902425",,"0,8610875336",,,,
2,"1,74533","1,9845","2,07059","0,0860846",,"0,8610875336",,,,
2,"1,76278","2,00401","2,0861","0,0820943",,"0,8610875336",,,,
2,"1,78024","2,02326","2,10153","0,0782648",,"0,8610875336",,,,
2,"1,79769","2,04229","2,11688","0,0745898",,"0,8610875336",,,,
2,"1,81514","2,06108","2,13214","0,0710633",,"0,8610875336",,,,
2,"1,8326","2,07965","2,14733","0,0676795",,"0,8610875336",,,,
2,"1,85005","2,09801","2,16244","0,0644328",,"0,8610875336",,,,
2,"1,8675","2,11616","2,17747","0,0613181",,"0,8610875336",,,,
2,"1,88496","2,1341","2,19243","0,0583302",,"0,8610875336",,,,
2,"1,90241","2,15185","2,20731","0,0554645",,"0,8610875336",,,,
2,"1,91986","2,1694","2,22212","0,0527162",,"0,8610875336",,,,
2,"1,93732","2,18677","2,23685","0,050081",,"0,8610875336",,,,
2,"1,95477","2,20396","2,25152","0,0475546",,"0,8610875336",,,,
2,"1,97222","2,22098","2,26611","0,045133",,"0,8610875336",,,,
2,"1,98968","2,23782","2,28064","0,0428123",,"0,8610875336",,,,
2,"2,00713","2,2545","2,29509","0,0405888",,"0,8610875336",,,,
2,"2,02458","2,27102","2,30948","0,0384589",,"0,8610875336",,,,
2,"2,04204","2,28739","2,32381","0,0364192",,"0,8610875336",,,,
2,"2,05949","2,3036","2,33807","0,0344664",,"0,8610875336",,,,
2,"2,07694","2,31967","2,35226","0,0325973",,"0,8610875336",,,,
2,"2,0944","2,33559","2,3664","0,030809",,"0,8610875336",,,,
2,"2,11185","2,35138","2,38047","0,0290983",,"0,8610875336",,,,
2,"2,1293","2,36703","2,39449","0,0274627",,"0,8610875336",,,,
2,"2,14675","2,38254","2,40844","0,0258993",,"0,8610875336",,,,
2,"2,16421","2,39794","2,42234","0,0244055",,"0,8610875336",,,,
2,"2,18166","2,4132","2,43618","0,0229789",,"0,8610875336",,,,
2,"2,19911","2,42835","2,44997","0,021617",,"0,8610875336",,,,
2,"2,21657","2,44339","2,4637","0,0203174",,"0,8610875336",,,,
2,"2,23402","2,4583","2,47738","0,019078",,"0,8610875336",,,,
2,"2,25147","2,47311","2,49101","0,0178966",,"0,8610875336",,,,
2,"2,26893","2,48781","2,50459","0,0167711",,"0,8610875336",,,,
2,"2,28638","2,50241","2,51811","0,0156994",,"0,8610875336",,,,
2,"2,30383","2,51691","2,53159","0,0146796",,"0,8610875336",,,,
2,"2,32129","2,53131","2,54502","0,0137099",,"0,8610875336",,,,
2,"2,33874","2,54562","2,55841","0,0127884",,"0,8610875336",,,,
2,"2,35619","2,55983","2,57174","0,0119133",,"0,8610875336",,,,
2,"2,37365","2,57396","2,58504","0,011083",,"0,8610875336",,,,
2,"2,3911","2,58799","2,59829","0,0102959",,"0,8610875336",,,,
2,"2,40855","2,60195","2,6115","0,00955017",,"0,8610875336",,,,
2,"2,42601","2,61582","2,62467","0,00884447",,"0,8610875336",,,,
2,"2,44346","2,62962","2,63779","0,00817725",,"0,8610875336",,,,
2,"2,46091","2,64334","2,65088","0,00754706",,"0,8610875336",,,,
2,"2,47837","2,65698","2,66393","0,0069525",,"0,8610875336",,,,
2,"2,49582","2,67056","2,67695","0,0063922",,"0,8610875336",,,,
2,"2,51327","2,68406","2,68993","0,00586484",,"0,8610875336",,,,
2,"2,53073","2,6975","2,70287","0,00536914",,"0,8610875336",,,,
2,"2,54818","2,71087","2,71578","0,00490386",,"0,8610875336",,,,
2,"2,56563","2,72419","2,72865","0,00446777",,"0,8610875336",,,,
2,"2,58309","2,73744","2,7415","0,0040597",,"0,8610875336",,,,
2,"2,60054","2,75063","2,75431","0,00367851",,"0,8610875336",,,,
2,"2,61799","2,76377","2,76709","0,00332307",,"0,8610875336",,,,
2,"2,63545","2,77686","2,77985","0,0029923",,"0,8610875336",,,,
2,"2,6529","2,78989","2,79258","0,00268514",,"0,8610875336",,,,
2,"2,67035","2,80288","2,80528","0,00240055",,"0,8610875336",,,,
2,"2,68781","2,81581","2,81795","0,00213753",,"0,8610875336",,,,
2,"2,70526","2,8287","2,8306","0,00189508",,"0,8610875336",,,,
2,"2,72271","2,84155","2,84323","0,00167226",,"0,8610875336",,,,
2,"2,74017","2,85436","2,85583","0,0014681",,"0,8610875336",,,,
2,"2,75762","2,86713","2,86841","0,0012817",,"0,8610875336",,,,
2,"2,77507","2,87986","2,88097","0,00111215",,"0,8610875336",,,,
2,"2,79253","2,89255","2,89351","0,000958575",,"0,8610875336",,,,
2,"2,80998","2,90521","2,90603","0,000820096",,"0,8610875336",,,,
2,"2,82743","2,91784","2,91853","0,000695868",,"0,8610875336",,,,
2,"2,84489","2,93043","2,93102","0,000585056",,"0,8610875336",,,,
2,"2,86234","2,943","2,94349","0,000486837",,"0,8610875336",,,,
2,"2,87979","2,95554","2,95594","0,000400405",,"0,8610875336",,,,
2,"2,89725","2,96806","2,96838","0,000324965",,"0,8610875336",,,,
2,"2,9147","2,98055","2,98081","0,000259731",,"0,8610875336",,,,
2,"2,93215","2,99302","2,99323","0,000203933",,"0,8610875336",,,,
2,"2,94961","3,00547","3,00563","0,000156806",,"0,8610875336",,,,
2,"2,96706","3,0179","3,01802","0,000117596",,"0,8610875336",,,,
2,"2,98451","3,03032","3,03041","8,55585E-05",,"0,8610875336",,,,
2,"3,00197","3,04272","3,04278","5,99544E-05",,"0,8610875336",,,,
2,"3,01942","3,05511","3,05515","4,00525E-05",,"0,8610875336",,,,
2,"3,03687","3,06749","3,06751","2,51268E-05",,"0,8610875336",,,,
2,"3,05433","3,07985","3,07987","1,44572E-05",,"0,8610875336",,,,
2,"3,07178","3,09221","3,09222","7,32749E-06",,"0,8610875336",,,,
2,"3,08923","3,10456","3,10456","3,02532E-06",,"0,8610875336",,,,
2,"3,10669","3,11691","3,11691","8,4127E-07",,"0,8610875336",,,,
2,"3,12414","3,12925","3,12925","6,80966E-08",,"0,8610875336",,,,
2,"3,14159","3,14159","3,14159",0,,"0,8610875336",,,,
"2,4",0,-1000,0,1000,,"0,8399149935",,,,
"2,4","0,0174533",-1000,"0,0246821","1000,02",,"0,8399149935",,,,
"2,4","0,0349066",-1000,"0,0493604","1000,05",,"0,8399149935",,,,
"2,4","0,0523599",-1000,"0,0740311","1000,07",,"0,8399149935",,,,
"2,4","0,0698132",-1000,"0,0986907","1000,1",,"0,8399149935",,,,
"2,4","0,0872665",-1000,"0,123335","1000,12",,"0,8399149935",,,,
"2,4","0,10472",-1000,"0,147961","1000,15",,"0,8399149935",,,,
"2,4","0,122173",-1000,"0,172565","1000,17",,"0,8399149935",,,,
"2,4","0,139626",-1000,"0,197142","1000,2",,"0,8399149935",,,,
