r,phi,final,flat,deflection,,phi_gr,,,,
"3,2","2,89725","2,96818","2,96838","0,000202226",,"0,7518463399",,,,
"3,2","2,9147","2,98065","2,98081","0,000161566",,"0,7518463399",,,,
"3,2","2,93215","2,9931","2,99323","0,000126787",,"0,7518463399",,,,
"3,2","2,94961","3,00553","3,00563","9,74136E-05",,"0,7518463399",,,,
"3,2","2,96706","3,01795","3,01802","0,000072979",,"0,7518463399",,,,
"3,2","2,98451","3,03035","3,03041","0,000053019",,"0,7518463399",,,,
"3,2","3,00197","3,04274","3,04278","3,70744E-05",,"0,7518463399",,,,
"3,2","3,01942","3,05512","3,05515","2,46896E-05",,"0,7518463399",,,,
"3,2","3,03687","3,0675","3,06751","1,54127E-05",,"0,7518463399",,,,
"3,2","3,05433","3,07986","3,07987","8,79393E-06",,"0,7518463399",,,,
"3,2","3,07178","3,09221","3,09222","4,38667E-06",,"0,7518463399",,,,
"3,2","3,08923","3,10456","3,10456","1,74628E-06",,"0,7518463399",,,,
"3,2","3,10669","3,11691","3,11691","4,29474E-07",,"0,7518463399",,,,
"3,2","3,12414","3,12925","3,12925","-5,56041E-09",,"0,7518463399",,,,
"3,2","3,14159","3,14159","3,14159",0,,"0,7518463399",,,,
"3,6",0,-1000,0,1000,,"0,7062210181",,,,
"3,6","0,0174533",-1000,"0,0246821","1000,02",,"0,7062210181",,,,
"3,6","0,0349066",-1000,"0,0493604","1000,05",,"0,7062210181",,,,
"3,6","0,0523599",-1000,"0,0740311","1000,07",,"0,7062210181",,,,
"3,6","0,0698132",-1000,"0,0986907","1000,1",,"0,7062210181",,,,
"3,6","0,0872665",-1000,"0,123335","1000,12",,"0,7062210181",,,,
"3,6","0,10472",-1000,"0,147961","1000,15",,"0,7062210181",,,,
"3,6","0,122173",-1000,"0,172565","1000,17",,"0,7062210181",,,,
"3,6","0,139626",-1000,"0,197142","1000,2",,"0,7062210181",,,,
"3,6","0,15708",-1000,"0,22169","1000,22",,"0,7062210181",,,,
"3,6","0,174533",-1000,"0,246204","1000,25",,"0,7062210181",,,,
"3,6","0,191986",-1000,"0,270682","1000,27",,"0,7062210181",,,,
"3,6","0,20944",-1000,"0,295119","1000,3",,"0,7062210181",,,,
"3,6","0,226893",-1000,"0,319512","1000,32",,"0,7062210181",,,,
"3,6","0,244346",-1000,"0,343859","1000,34",,"0,7062210181",,,,
"3,6","0,261799",-1000,"0,368154","1000,37",,"0,7062210181",,,,
"3,6","0,279253",-1000,"0,392396","1000,39",,"0,7062210181",,,,
"3,6","0,296706",-1000,"0,41658","1000,42",,"0,7062210181",,,,
"3,6","0,314159",-1000,"0,440705","1000,44",,"0,7062210181",,,,
"3,6","0,331613",-1000,"0,464766","1000,46",,"0,7062210181",,,,
"3,6","0,349066",-1000,"0,48876","1000,49",,"0,7062210181",,,,
"3,6","0,366519",-1000,"0,512685","1000,51",,"0,7062210181",,,,
"3,6","0,383972",-1000,"0,536538","1000,54",,"0,7062210181",,,,
"3,6","0,401426",-1000,"0,560315","1000,56",,"0,7062210181",,,,
"3,6","0,418879","-2,53035","0,584015","3,11437",,"0,7062210181",,,,
"3,6","0,436332","-1,70731","0,607634","2,31495",,"0,7062210181",,,,
"3,6","0,453786","-1,28382","0,63117","1,91499",,"0,7062210181",,,,
"3,6","0,471239","-0,999473","0,654621","1,65409",,"0,7062210181",,,,
"3,6","0,488692","-0,785955","0,677984","1,46394",,"0,7062210181",,,,
"3,6","0,506145","-0,615126","0,701256","1,31638",,"0,7062210181",,,,
"3,6","0,523599","-0,472686","0,724436","1,19712",,"0,7062210181",,,,
"3,6","0,541052","-0,3504","0,747522","1,09792",,"0,7062210181",,,,
"3,6","0,558505","-0,243104","0,77051","1,01361",,"0,7062210181",,,,
"3,6","0,575959","-0,147356","0,793401","0,940757",,"0,7062210181",,,,
"3,6","0,593412","-0,060755","0,81619","0,876945",,"0,7062210181",,,,
"3,6","0,610865","0,0184386","0,838878","0,820439",,"0,7062210181",,,,
"3,6","0,628319","0,0915206","0,861462","0,769941",,"0,7062210181",,,,
"3,6","0,645772","0,159481","0,88394","0,724459",,"0,7062210181",,,,
"3,6","0,663225","0,223092","0,906311","0,683219",,"0,7062210181",,,,
"3,6","0,680678","0,282965","0,928574","0,645609",,"0,7062210181",,,,
"3,6","0,698132","0,339593","0,950727","0,611133",,"0,7062210181",,,,
"3,6","0,715585","0,393379","0,972769","0,57939",,"0,7062210181",,,,
"3,6","0,733038","0,444654","0,994699","0,550045",,"0,7062210181",,,,
"3,6","0,750492","0,493694","1,01652","0,522821",,"0,7062210181",,,,
"3,6","0,767945","0,540733","1,03822","0,497485",,"0,7062210181",,,,
"3,6","0,785398","0,585968","1,05981","0,473837",,"0,7062210181",,,,
"3,6","0,802851","0,629569","1,08128","0,451709",,"0,7062210181",,,,
"3,6","0,820305","0,67168","1,10263","0,430953",,"0,7062210181",,,,
"3,6","0,837758","0,712428","1,12387","0,411442",,"0,7062210181",,,,
"3,6","0,855211","0,751923","1,14499","0,393067",,"0,7062210181",,,,
"3,6","0,872665","0,790261","1,16599","0,37573",,"0,7062210181",,,,
"3,6","0,890118","0,827528","1,18687","0,359346",,"0,7062210181",,,,
"3,6","0,907571","0,863799","1,20764","0,34384",,"0,7062210181",,,,
"3,6","0,925025","0,899139","1,22828","0,329143",,"0,7062210181",,,,
"3,6","0,942478","0,93361","1,24881","0,315197",,"0,7062210181",,,,
"3,6","0,959931","0,967265","1,26921","0,301947",,"0,7062210181",,,,
"3,6","0,977384","1,00015","1,2895","0,289345",,"0,7062210181",,,,
"3,6","0,994838","1,03231","1,30966","0,277347",,"0,7062210181",,,,
"3,6","1,01229","1,06379","1,32971","0,265914",,"0,7062210181",,,,
"3,6","1,02974","1,09462","1,34963","0,25501",,"0,7062210181",,,,
"3,6","1,0472","1,12484","1,36944","0,244603",,"0,7062210181",,,,
"3,6","1,06465","1,15446","1,38912","0,234661",,"0,7062210181",,,,
"3,6","1,0821","1,18353","1,40869","0,225159",,"0,7062210181",,,,
"3,6","1,09956","1,21207","1,42814","0,21607",,"0,7062210181",,,,
"3,6","1,11701","1,2401","1,44747","0,207373",,"0,7062210181",,,,
"3,6","1,13446","1,26764","1,46668","0,199044",,"0,7062210181",,,,
"3,6","1,15192","1,29471","1,48578","0,191066",,"0,7062210181",,,,
"3,6","1,16937","1,32134","1,50476","0,183418",,"0,7062210181",,,,
"3,6","1,18682","1,34753","1,52362","0,176085",,"0,7062210181",,,,
"3,6","1,20428","1,37331","1,54236","0,169051",,"0,7062210181",,,,
"3,6","1,22173","1,39869","1,56099","0,162301",,"0,7062210181",,,,
"3,6","1,23918","1,42369","1,57951","0,155821",,"0,7062210181",,,,
"3,6","1,25664","1,44831","1,59791","0,149599",,"0,7062210181",,,,
"3,6","1,27409","1,47257","1,6162","0,143622",,"0,7062210181",,,,
"3,6","1,29154","1,49649","1,63437","0,137879",,"0,7062210181",,,,
"3,6","1,309","1,52008","1,65244","0,13236",,"0,7062210181",,,,
"3,6","1,32645","1,54334","1,67039","0,127054",,"0,7062210181",,,,
"3,6","1,3439","1,56628","1,68823","0,121953",,"0,7062210181",,,,
"3,6","1,36136","1,58892","1,70597","0,117047",,"0,7062210181",,,,
"3,6","1,37881","1,61127","1,7236","0,112329",,"0,7062210181",,,,
"3,6","1,39626","1,63333","1,74111","0,107789",,"0,7062210181",,,,
"3,6","1,41372","1,65511","1,75853","0,103422",,"0,7062210181",,,,
"3,6","1,43117","1,67662","1,77584","0,0992192",,"0,7062210181",,,,
"3,6","1,44862","1,69786","1,79304","0,0951746",,"0,7062210181",,,,
"3,6","1,46608","1,71886","1,81014","0,0912817",,"0,7062210181",,,,
"3,6","1,48353","1,7396","1,82714","0,0875346",,"0,7062210181",,,,
"3,6","1,50098","1,76011","1,84404","0,0839275",,"0,7062210181",,,,
"3,6","1,51844","1,78038","1,86083","0,0804549",,"0,7062210181",,,,
"3,6","1,53589","1,80042","1,87753","0,0771117",,"0,7062210181",,,,
"3,6","1,55334","1,82024","1,89413","0,0738929",,"0,7062210181",,,,
"3,6","1,5708","1,83984","1,91063","0,0707939",,"0,7062210181",,,,
"3,6","1,58825","1,85923","1,92704","0,06781",,"0,7062210181",,,,
"3,6","1,6057","1,87842","1,94335","0,064937",,"0,7062210181",,,,
"3,6","1,62316","1,8974","1,95957","0,0621709",,"0,7062210181",,,,
"3,6","1,64061","1,91619","1,9757","0,0595076",,"0,7062210181",,,,
"3,6","1,65806","1,93479","1,99174","0,0569435",,"0,7062210181",,,,
"3,6","1,67552","1,95321","2,00768","0,0544749",,"0,7062210181",,,,
"3,6","1,69297","1,97144","2,02354","0,0520984",,"0,7062210181",,,,
"3,6","1,71042","1,9895","2,03931","0,0498107",,"0,7062210181",,,,
"3,6","1,72788","2,00738","2,05499","0,0476086",,"0,7062210181",,,,
"3,6","1,74533","2,0251","2,07059","0,0454892",,"0,7062210181",,,,
"3,6","1,76278","2,04265","2,0861","0,0434495",,"0,7062210181",,,,
"3,6","1,78024","2,06004","2,10153","0,0414867",,"0,7062210181",,,,
"3,6","1,79769","2,07728","2,11688","0,0395981",,"0,7062210181",,,,
"3,6","1,81514","2,09436","2,13214","0,0377812",,"0,7062210181",,,,
"3,6","1,8326","2,1113","2,14733","0,0360334",,"0,7062210181",,,,
"3,6","1,85005","2,12809","2,16244","0,0343525",,"0,7062210181",,,,
"3,6","1,8675","2,14474","2,17747","0,032736",,"0,7062210181",,,,
"3,6","1,88496","2,16125","2,19243","0,0311819",,"0,7062210181",,,,
"3,6","1,90241","2,17762","2,20731","0,0296879",,"0,7062210181",,,,
"3,6","1,91986","2,19387","2,22212","0,0282521",,"0,7062210181",,,,
"3,6","1,93732","2,20998","2,23685","0,0268724",,"0,7062210181",,,,
"3,6","1,95477","2,22597","2,25152","0,025547",,"0,7062210181",,,,
"3,6","1,97222","2,24184","2,26611","0,024274",,"0,7062210181",,,,
"3,6","1,98968","2,25758","2,28064","0,0230517",,"0,7062210181",,,,
"3,6","2,00713","2,27321","2,29509","0,0218784",,"0,7062210181",,,,
"3,6","2,02458","2,28873","2,30948","0,0207524",,"0,7062210181",,,,
"3,6","2,04204","2,30413","2,32381","0,0196721",,"0,7062210181",,,,
"3,6","2,05949","2,31943","2,33807","0,0186361",,"0,7062210181",,,,
"3,6","2,07694","2,33462","2,35226","0,0176428",,"0,7062210181",,,,
"3,6","2,0944","2,34971","2,3664","0,0166908",,"0,7062210181",,,,
"3,6","2,11185","2,36469","2,38047","0,0157788",,"0,7062210181",,,,
"3,6","2,1293","2,37958","2,39449","0,0149053",,"0,7062210181",,,,
"3,6","2,14675","2,39437","2,40844","0,0140692",,"0,7062210181",,,,
"3,6","2,16421","2,40907","2,42234","0,0132691",,"0,7062210181",,,,
"3,6","2,18166","2,42368","2,43618","0,0125039",,"0,7062210181",,,,
"3,6","2,19911","2,4382","2,44997","0,0117724",,"0,7062210181",,,,
"3,6","2,21657","2,45263","2,4637","0,0110734",,"0,7062210181",,,,
"3,6","2,23402","2,46698","2,47738","0,0104059",,"0,7062210181",,,,
"3,6","2,25147","2,48124","2,49101","0,00976874",,"0,7062210181",,,,
"3,6","2,26893","2,49542","2,50459","0,00916099",,"0,7062210181",,,,
"3,6","2,28638","2,50953","2,51811","0,00858163",,"0,7062210181",,,,
"3,6","2,30383","2,52356","2,53159","0,00802968",,"0,7062210181",,,,
"3,6","2,32129","2,53752","2,54502","0,0075042",,"0,7062210181",,,,
"3,6","2,33874","2,5514","2,55841","0,00700429",,"0,7062210181",,,,
"3,6","2,35619","2,56522","2,57174","0,00652907",,"0,7062210181",,,,
"3,6","2,37365","2,57896","2,58504","0,00607768",,"0,7062210181",,,,
"3,6","2,3911","2,59264","2,59829","0,00564929",,"0,7062210181",,,,
"3,6","2,40855","2,60626","2,6115","0,00524309",,"0,7062210181",,,,
"3,6","2,42601","2,61981","2,62467","0,00485829",,"0,7062210181",,,,
"3,6","2,44346","2,6333","2,63779","0,00449414",,"0,7062210181",,,,
"3,6","2,46091","2,64673","2,65088","0,00414989",,"0,7062210181",,,,
"3,6","2,47837","2,66011","2,66393","0,00382481",,"0,7062210181",,,,
"3,6","2,49582","2,67343","2,67695","0,00351821",,"0,7062210181",,,,
"3,6","2,51327","2,6867","2,68993","0,00322941",,"0,7062210181",,,,
"3,6","2,53073","2,69991","2,70287","0,00295772",,"0,7062210181",,,,
"3,6","2,54818","2,71307","2,71578","0,00270251",,"0,7062210181",,,,
"3,6","2,56563","2,72619","2,72865","0,00246315",,"0,7062210181",,,,
"3,6","2,58309","2,73926","2,7415","0,002239",,"0,7062210181",,,,
"3,6","2,60054","2,75228","2,75431","0,00202947",,"0,7062210181",,,,
"3,6","2,61799","2,76526","2,76709","0,00183397",,"0,7062210181",,,,
"3,6","2,63545","2,7782","2,77985","0,00165193",,"0,7062210181",,,,
"3,6","2,6529","2,79109","2,79258","0,00148278",,"0,7062210181",,,,
"3,6","2,67035","2,80395","2,80528","0,00132597",,"0,7062210181",,,,
"3,6","2,68781","2,81677","2,81795","0,00118096",,"0,7062210181",,,,
"3,6","2,70526","2,82955","2,8306","0,00104724",,"0,7062210181",,,,
"3,6","2,72271","2,8423","2,84323","0,000924267",,"0,7062210181",,,,
"3,6","2,74017","2,85502","2,85583","0,000811551",,"0,7062210181",,,,
"3,6","2,75762","2,8677","2,86841","0,000708595",,"0,7062210181",,,,
"3,6","2,77507","2,88035","2,88097","0,000614907",,"0,7062210181",,,,
"3,6","2,79253","2,89298","2,89351","0,000530012",,"0,7062210181",,,,
"3,6","2,80998","2,90558","2,90603","0,000453439",,"0,7062210181",,,,
"3,6","2,82743","2,91815","2,91853","0,000384725",,"0,7062210181",,,,
"3,6","2,84489","2,9307","2,93102","0,000323415",,"0,7062210181",,,,
"3,6","2,86234","2,94322","2,94349","0,000269062",,"0,7062210181",,,,
"3,6","2,87979","2,95572","2,95594","0,000221223",,"0,7062210181",,,,
"3,6","2,89725","2,9682","2,96838","0,000179461",,"0,7062210181",,,,
"3,6","2,9147","2,98067","2,98081","0,000143349",,"0,7062210181",,,,
"3,6","2,93215","2,99311","2,99323","0,00011246",,"0,7062210181",,,,
"3,6","2,94961","3,00554","3,00563","8,63753E-05",,"0,7062210181",,,,
"3,6","2,96706","3,01796","3,01802","6,46776E-05",,"0,7062210181",,,,
"3,6","2,98451","3,03036","3,03041","4,69567E-05",,"0,7062210181",,,,
"3,6","3,00197","3,04275","3,04278","3,28037E-05",,"0,7062210181",,,,
"3,6","3,01942","3,05513","3,05515","2,18148E-05",,"0,7062210181",,,,
"3,6","3,03687","3,0675","3,06751","1,35878E-05",,"0,7062210181",,,,
"3,6","3,05433","3,07986","3,07987","7,72349E-06",,"0,7062210181",,,,
"3,6","3,07178","3,09221","3,09222","3,82472E-06",,"0,7062210181",,,,
"3,6","3,08923","3,10456","3,10456","1,49627E-06",,"0,7062210181",,,,
"3,6","3,10669","3,11691","3,11691","3,44465E-07",,"0,7062210181",,,,
"3,6","3,12414","3,12925","3,12925","-2,35894E-08",,"0,7062210181",,,,
"3,6","3,14159","3,14159","3,14159",0,,"0,7062210181",,,,
4,0,-1000,0,1000,,"0,6634609122",,,,
4,"0,0174533",-1000,"0,0246821","1000,02",,"0,6634609122",,,,
4,"0,0349066",-1000,"0,0493604","1000,05",,"0,6634609122",,,,
4,"0,0523599",-1000,"0,0740311","1000,07",,"0,6634609122",,,,
4,"0,0698132",-1000,"0,0986907","1000,1",,"0,6634609122",,,,
4,"0,0872665",-1000,"0,123335","1000,12",,"0,6634609122",,,,
4,"0,10472",-1000,"0,147961","1000,15",,"0,6634609122",,,,
4,"0,122173",-1000,"0,172565","1000,17",,"0,6634609122",,,,
4,"0,139626",-1000,"0,197142","1000,2",,"0,6634609122",,,,
4,"0,15708",-1000,"0,22169","1000,22",,"0,6634609122",,,,
4,"0,174533",-1000,"0,246204","1000,25",,"0,6634609122",,,,
4,"0,191986",-1000,"0,270682","1000,27",,"0,6634609122",,,,
4,"0,20944",-1000,"0,295119","1000,3",,"0,6634609122",,,,
4,"0,226893",-1000,"0,319512","1000,32",,"0,6634609122",,,,
4,"0,244346",-1000,"0,343859","1000,34",,"0,6634609122",,,,
4,"0,261799",-1000,"0,368154","1000,37",,"0,6634609122",,,,
4,"0,279253",-1000,"0,392396","1000,39",,"0,6634609122",,,,
4,"0,296706",-1000,"0,41658","1000,42",,"0,6634609122",,,,
4,"0,314159",-1000,"0,440705","1000,44",,"0,6634609122",,,,
4,"0,331613",-1000,"0,464766","1000,46",,"0,6634609122",,,,
4,"0,349066",-1000,"0,48876","1000,49",,"0,6634609122",,,,
4,"0,366519",-1000,"0,512685","1000,51",,"0,6634609122",,,,
4,"0,383972","-2,61856","0,536538","3,1551",,"0,6634609122",,,,
4,"0,401426","-1,72852","0,560315","2,28883",,"0,6634609122",,,,
4,"0,418879","-1,29168","0,584015","1,87569",,"0,6634609122",,,,
4,"0,436332","-1,00338","0,607634","1,61101",,"0,6634609122",,,,
4,"0,453786","-0,789001","0,63117","1,42017",,"0,6634609122",,,,
4,"0,471239","-0,61859","0,654621","1,27321",,"0,6634609122",,,,
4,"0,488692","-0,477156","0,677984","1,15514",,"0,6634609122",,,,
4,"0,506145","-0,35615","0,701256","1,05741",,"0,6634609122",,,,
4,"0,523599","-0,250251","0,724436","0,974688",,"0,6634609122",,,,
4,"0,541052","-0,155936","0,747522","0,903458",,"0,6634609122",,,,
4,"0,558505","-0,0707571","0,77051","0,841268",,"0,6634609122",,,,
4,"0,575959","0,00705131","0,793401","0,786349",,"0,6634609122",,,,
4,"0,593412","0,0787992","0,81619","0,737391",,"0,6634609122",,,,
4,"0,610865","0,145484","0,838878","0,693394",,"0,6634609122",,,,
4,"0,628319","0,207881","0,861462","0,65358",,"0,6634609122",,,,
4,"0,645772","0,266604","0,88394","0,617336",,"0,6634609122",,,,
4,"0,663225","0,322144","0,906311","0,584167",,"0,6634609122",,,,
4,"0,680678","0,374902","0,928574","0,553672",,"0,6634609122",,,,
4,"0,698132","0,425209","0,950727","0,525518",,"0,6634609122",,,,
4,"0,715585","0,473338","0,972769","0,499431",,"0,6634609122",,,,
4,"0,733038","0,51952","0,994699","0,475179",,"0,6634609122",,,,
4,"0,750492","0,56395","1,01652","0,452565",,"0,6634609122",,,,
4,"0,767945","0,606795","1,03822","0,431423",,"0,6634609122",,,,
4,"0,785398","0,648198","1,05981","0,411608",,"0,6634609122",,,,
4,"0,802851","0,688282","1,08128","0,392996",,"0,6634609122",,,,
4,"0,820305","0,727155","1,10263","0,375477",,"0,6634609122",,,,
4,"0,837758","0,764912","1,12387","0,358958",,"0,6634609122",,,,
4,"0,855211","0,801635","1,14499","0,343355",,"0,6634609122",,,,
4,"0,872665","0,837398","1,16599","0,328593",,"0,6634609122",,,,
4,"0,890118","0,872266","1,18687","0,314608",,"0,6634609122",,,,
4,"0,907571","0,906296","1,20764","0,301342",,"0,6634609122",,,,
4,"0,925025","0,939542","1,22828","0,288741",,"0,6634609122",,,,
4,"0,942478","0,972048","1,24881","0,276759",,"0,6634609122",,,,
4,"0,959931","1,00386","1,26921","0,265354",,"0,6634609122",,,,
4,"0,977384","1,03501","1,2895","0,254488",,"0,6634609122",,,,
4,"0,994838","1,06554","1,30966","0,244125",,"0,6634609122",,,,
4,"1,01229","1,09547","1,32971","0,234235",,"0,6634609122",,,,
4,"1,02974","1,12484","1,34963","0,224789",,"0,6634609122",,,,
4,"1,0472","1,15368","1,36944","0,21576",,"0,6634609122",,,,
4,"1,06465","1,182","1,38912","0,207124",,"0,6634609122",,,,
4,"1,0821","1,20983","1,40869","0,198859",,"0,6634609122",,,,
4,"1,09956","1,2372","1,42814","0,190944",,"0,6634609122",,,,
4,"1,11701","1,26411","1,44747","0,183362",,"0,6634609122",,,,
4,"1,13446","1,29059","1,46668","0,176093",,"0,6634609122",,,,
4,"1,15192","1,31666","1,48578","0,169123",,"0,6634609122",,,,
4,"1,16937","1,34232","1,50476","0,162435",,"0,6634609122",,,,
4,"1,18682","1,3676","1,52362","0,156016",,"0,6634609122",,,,
4,"1,20428","1,39251","1,54236","0,149854",,"0,6634609122",,,,
4,"1,22173","1,41706","1,56099","0,143935",,"0,6634609122",,,,
4,"1,23918","1,44126","1,57951","0,138248",,"0,6634609122",,,,
4,"1,25664","1,46513","1,59791","0,132783",,"0,6634609122",,,,
4,"1,27409","1,48867","1,6162","0,127529",,"0,6634609122",,,,
4,"1,29154","1,51189","1,63437","0,122478",,"0,6634609122",,,,
4,"1,309","1,53482","1,65244","0,11762",,"0,6634609122",,,,
4,"1,32645","1,55744","1,67039","0,112947",,"0,6634609122",,,,
4,"1,3439","1,57978","1,68823","0,10845",,"0,6634609122",,,,
4,"1,36136","1,60184","1,70597","0,104124",,"0,6634609122",,,,
4,"1,37881","1,62364","1,7236","0,0999596",,"0,6634609122",,,,
4,"1,39626","1,64516","1,74111","0,0959513",,"0,6634609122",,,,
4,"1,41372","1,66644","1,75853","0,0920925",,"0,6634609122",,,,
4,"1,43117","1,68746","1,77584","0,0883772",,"0,6634609122",,,,
4,"1,44862","1,70824","1,79304","0,0847998",,"0,6634609122",,,,
4,"1,46608","1,72879","1,81014","0,0813548",,"0,6634609122",,,,
4,"1,48353","1,7491","1,82714","0,0780371",,"0,6634609122",,,,
4,"1,50098","1,76919","1,84404","0,0748418",,"0,6634609122",,,,
4,"1,51844","1,78907","1,86083","0,0717642",,"0,6634609122",,,,
4,"1,53589","1,80873","1,87753","0,0687999",,"0,6634609122",,,,
4,"1,55334","1,82819","1,89413","0,0659447",,"0,6634609122",,,,
4,"1,5708","1,84744","1,91063","0,0631944",,"0,6634609122",,,,
4,"1,58825","1,8665","1,92704","0,0605453",,"0,6634609122",,,,
4,"1,6057","1,88536","1,94335","0,0579936",,"0,6634609122",,,,
4,"1,62316","1,90404","1,95957","0,0555358",,"0,6634609122",,,,
4,"1,64061","1,92253","1,9757","0,0531685",,"0,6634609122",,,,
4,"1,65806","1,94085","1,99174","0,0508884",,"0,6634609122",,,,
4,"1,67552","1,95899","2,00768","0,0486925",,"0,6634609122",,,,
4,"1,69297","1,97696","2,02354","0,0465778",,"0,6634609122",,,,
4,"1,71042","1,99477","2,03931","0,0445414",,"0,6634609122",,,,
4,"1,72788","2,01241","2,05499","0,0425805",,"0,6634609122",,,,
4,"1,74533","2,02989","2,07059","0,0406926",,"0,6634609122",,,,
4,"1,76278","2,04722","2,0861","0,0388752",,"0,6634609122",,,,
4,"1,78024","2,0644","2,10153","0,0371257",,"0,6634609122",,,,
4,"1,79769","2,08144","2,11688","0,0354418",,"0,6634609122",,,,
4,"1,81514","2,09832","2,13214","0,0338214",,"0,6634609122",,,,
4,"1,8326","2,11507","2,14733","0,0322622",,"0,6634609122",,,,
4,"1,85005","2,13168","2,16244","0,0307622",,"0,6634609122",,,,
4,"1,8675","2,14815","2,17747","0,0293193",,"0,6634609122",,,,
4,"1,88496","2,1645","2,19243","0,0279317",,"0,6634609122",,,,
4,"1,90241","2,18071","2,20731","0,0265974",,"0,6634609122",,,,
4,"1,91986","2,1968","2,22212","0,0253148",,"0,6634609122",,,,
4,"1,93732","2,21277","2,23685","0,024082",,"0,6634609122",,,,
4,"1,95477","2,22862","2,25152","0,0228974",,"0,6634609122",,,,
4,"1,97222","2,24435","2,26611","0,0217595",,"0,6634609122",,,,
4,"1,98968","2,25997","2,28064","0,0206665",,"0,6634609122",,,,
4,"2,00713","2,27547","2,29509","0,0196171",,"0,6634609122",,,,
4,"2,02458","2,29087","2,30948","0,0186099",,"0,6634609122",,,,
4,"2,04204","2,30616","2,32381","0,0176433",,"0,6634609122",,,,
4,"2,05949","2,32135","2,33807","0,0167161",,"0,6634609122",,,,
4,"2,07694","2,33644","2,35226","0,015827",,"0,6634609122",,,,
4,"2,0944","2,35142","2,3664","0,0149747",,"0,6634609122",,,,
4,"2,11185","2,36632","2,38047","0,014158",,"0,6634609122",,,,
4,"2,1293","2,38111","2,39449","0,0133757",,"0,6634609122",,,,
4,"2,14675","2,39582","2,40844","0,0126267",,"0,6634609122",,,,
4,"2,16421","2,41043","2,42234","0,0119099",,"0,6634609122",,,,
4,"2,18166","2,42496","2,43618","0,0112241",,"0,6634609122",,,,
4,"2,19911","2,4394","2,44997","0,0105685",,"0,6634609122",,,,
4,"2,21657","2,45376","2,4637","0,00994192",,"0,6634609122",,,,
4,"2,23402","2,46804","2,47738","0,00934345",,"0,6634609122",,,,
4,"2,25147","2,48224","2,49101","0,00877215",,"0,6634609122",,,,
4,"2,26893","2,49636","2,50459","0,00822711",,"0,6634609122",,,,
4,"2,28638","2,51041","2,51811","0,00770744",,"0,6634609122",,,,
4,"2,30383","2,52438","2,53159","0,00721229",,"0,6634609122",,,,
4,"2,32129","2,53828","2,54502","0,00674083",,"0,6634609122",,,,
4,"2,33874","2,55211","2,55841","0,00629224",,"0,6634609122",,,,
4,"2,35619","2,56588","2,57174","0,00586575",,"0,6634609122",,,,
4,"2,37365","2,57958","2,58504","0,0054606",,"0,6634609122",,,,
4,"2,3911","2,59321","2,59829","0,00507604",,"0,6634609122",,,,
4,"2,40855","2,60679","2,6115","0,00471136",,"0,6634609122",,,,
4,"2,42601","2,6203","2,62467","0,00436585",,"0,6634609122",,,,
4,"2,44346","2,63376","2,63779","0,00403885",,"0,6634609122",,,,
4,"2,46091","2,64715","2,65088","0,00372968",,"0,6634609122",,,,
4,"2,47837","2,6605","2,66393","0,0034377",,"0,6634609122",,,,
4,"2,49582","2,67379","2,67695","0,00316229",,"0,6634609122",,,,
4,"2,51327","2,68702","2,68993","0,00290284",,"0,6634609122",,,,
4,"2,53073","2,70021","2,70287","0,00265874",,"0,6634609122",,,,
4,"2,54818","2,71335","2,71578","0,00242943",,"0,6634609122",,,,
4,"2,56563","2,72644","2,72865","0,00221433",,"0,6634609122",,,,
4,"2,58309","2,73948","2,7415","0,0020129",,"0,6634609122",,,,
4,"2,60054","2,75249","2,75431","0,00182458",,"0,6634609122",,,,
4,"2,61799","2,76545","2,76709","0,00164887",,"0,6634609122",,,,
4,"2,63545","2,77836","2,77985","0,00148523",,"0,6634609122",,,,
4,"2,6529","2,79124","2,79258","0,00133317",,"0,6634609122",,,,
4,"2,67035","2,80408","2,80528","0,0011922",,"0,6634609122",,,,
4,"2,68781","2,81689","2,81795","0,00106183",,"0,6634609122",,,,
4,"2,70526","2,82966","2,8306","0,000941594",,"0,6634609122",,,,
4,"2,72271","2,84239","2,84323","0,000831024",,"0,6634609122",,,,
4,"2,74017","2,8551","2,85583","0,000729671",,"0,6634609122",,,,
4,"2,75762","2,86777","2,86841","0,000637088",,"0,6634609122",,,,
4,"2,77507","2,88042","2,88097","0,000552837",,"0,6634609122",,,,
4,"2,79253","2,89303","2,89351","0,000476492",,"0,6634609122",,,,
4,"2,80998","2,90562","2,90603","0,000407628",,"0,6634609122",,,,
4,"2,82743","2,91819","2,91853","0,00034583",,"0,6634609122",,,,
4,"2,84489","2,93073","2,93102","0,000290692",,"0,6634609122",,,,
4,"2,86234","2,94325","2,94349","0,000241809",,"0,6634609122",,,,
4,"2,87979","2,95574","2,95594","0,000198786",,"0,6634609122",,,,
4,"2,89725","2,96822","2,96838","0,000161229",,"0,6634609122",,,,
4,"2,9147","2,98068","2,98081","0,000128754",,"0,6634609122",,,,
4,"2,93215","2,99312","2,99323","0,000100979",,"0,6634609122",,,,
4,"2,94961","3,00555","3,00563","7,75246E-05",,"0,6634609122",,,,
4,"2,96706","3,01796","3,01802","5,80182E-05",,"0,6634609122",,,,
4,"2,98451","3,03036","3,03041","4,20896E-05",,"0,6634609122",,,,
4,"3,00197","3,04275","3,04278","2,93719E-05",,"0,6634609122",,,,
